ithaID,HGVS,Tool,value,th_p,Sensitivity,LR+,LR+ 95% CI,Strength (Pathogenic),th_b,Specificity,LR-,LR- 95% CI,Strength (Benign),Correctly PV,% of correctly PV,th_class,call_p,call_b
1035,HBB:c.212C>G,SpliceAI_DS,NA,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,NA,NA
1036,HBB:c.212C>T,BayesDel_addAF_score,0.424597999999998,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,1,-1
1036,HBB:c.212C>T,CADD_PHRED,23.7,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
1036,HBB:c.212C>T,Eigen-PC-phred_coding,4.14496399999999,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
1036,HBB:c.212C>T,GERP++_RS,5.09999999999998,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
1036,HBB:c.212C>T,MetaSVM_score,0.663599999999998,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,-1
1036,HBB:c.212C>T,phyloP100way_vertebrate,4.815,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
1036,HBB:c.212C>T,REVEL_score,0.688999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
1036,HBB:c.212C>T,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
1037,HBB:c.215T>C,BayesDel_addAF_score,0.469650999999998,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,1,-1
1037,HBB:c.215T>C,CADD_PHRED,24.5,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
1037,HBB:c.215T>C,Eigen-PC-phred_coding,4.06259,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
1037,HBB:c.215T>C,GERP++_RS,5.09999999999998,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
1037,HBB:c.215T>C,MetaSVM_score,1.101,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,1,-1
1037,HBB:c.215T>C,phyloP100way_vertebrate,3.859,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
1037,HBB:c.215T>C,REVEL_score,0.812,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,1,-1
1037,HBB:c.215T>C,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
1039,HBB:c.220G>T,BayesDel_addAF_score,0.424184,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,1,-1
1039,HBB:c.220G>T,CADD_PHRED,23,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
1039,HBB:c.220G>T,Eigen-PC-phred_coding,2.28610399999999,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
1039,HBB:c.220G>T,GERP++_RS,4.2,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,-1
1039,HBB:c.220G>T,MetaSVM_score,0.6437,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,-1
1039,HBB:c.220G>T,phyloP100way_vertebrate,1.276,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
1039,HBB:c.220G>T,REVEL_score,0.7209999999999979,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,-1
1039,HBB:c.220G>T,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
1041,HBB:c.221A>G,BayesDel_addAF_score,0.263222,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
1041,HBB:c.221A>G,CADD_PHRED,20.8,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
1041,HBB:c.221A>G,Eigen-PC-phred_coding,1.512697,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
1041,HBB:c.221A>G,GERP++_RS,5.09999999999998,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
1041,HBB:c.221A>G,MetaSVM_score,0.279299999999998,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
1041,HBB:c.221A>G,phyloP100way_vertebrate,3.48,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
1041,HBB:c.221A>G,REVEL_score,0.51,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
1041,HBB:c.221A>G,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
1042,HBB:c.221A>T,BayesDel_addAF_score,0.292744999999998,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
1042,HBB:c.221A>T,CADD_PHRED,23.1,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
1042,HBB:c.221A>T,Eigen-PC-phred_coding,2.01373399999999,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
1042,HBB:c.221A>T,GERP++_RS,5.09999999999998,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
1042,HBB:c.221A>T,MetaSVM_score,0.816899999999998,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,1,-1
1042,HBB:c.221A>T,phyloP100way_vertebrate,3.48,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
1042,HBB:c.221A>T,REVEL_score,0.66,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
1042,HBB:c.221A>T,SpliceAI_DS,NA,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,NA,NA
1045,HBB:c.223G>A,BayesDel_addAF_score,0.23061,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
1045,HBB:c.223G>A,CADD_PHRED,24.1,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
1045,HBB:c.223G>A,Eigen-PC-phred_coding,3.532562,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
1045,HBB:c.223G>A,GERP++_RS,5.09999999999998,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
1045,HBB:c.223G>A,MetaSVM_score,0.7578,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,-1
1045,HBB:c.223G>A,phyloP100way_vertebrate,7.32099999999999,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,1,-1
1045,HBB:c.223G>A,REVEL_score,0.641,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
1045,HBB:c.223G>A,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
1046,HBB:c.223G>C,BayesDel_addAF_score,0.389125,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
1046,HBB:c.223G>C,CADD_PHRED,24.1,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
1046,HBB:c.223G>C,Eigen-PC-phred_coding,4.642076,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
1046,HBB:c.223G>C,GERP++_RS,5.09999999999998,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
1046,HBB:c.223G>C,MetaSVM_score,0.919699999999998,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,1,-1
1046,HBB:c.223G>C,phyloP100way_vertebrate,7.32099999999999,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,1,-1
1046,HBB:c.223G>C,REVEL_score,0.75,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,-1
1046,HBB:c.223G>C,SpliceAI_DS,NA,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,NA,NA
1047,HBB:c.224G>T,BayesDel_addAF_score,0.424238,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,1,-1
1047,HBB:c.224G>T,CADD_PHRED,23.3,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
1047,HBB:c.224G>T,Eigen-PC-phred_coding,3.636858,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
1047,HBB:c.224G>T,GERP++_RS,4.13,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,-1
1047,HBB:c.224G>T,MetaSVM_score,0.684699999999998,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,-1
1047,HBB:c.224G>T,phyloP100way_vertebrate,5.553,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
1047,HBB:c.224G>T,REVEL_score,0.7289999999999979,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,-1
1047,HBB:c.224G>T,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
1052,HBB:c.227T>G,BayesDel_addAF_score,0.491613,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,1,-1
1052,HBB:c.227T>G,CADD_PHRED,23.5,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
1052,HBB:c.227T>G,Eigen-PC-phred_coding,3.746583,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
1052,HBB:c.227T>G,GERP++_RS,5.09999999999998,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
1052,HBB:c.227T>G,MetaSVM_score,0.5312,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,-1
1052,HBB:c.227T>G,phyloP100way_vertebrate,6.873,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
1052,HBB:c.227T>G,REVEL_score,0.700999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,-1
1052,HBB:c.227T>G,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
1053,HBB:c.229G>C,BayesDel_addAF_score,0.357304999999998,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
1053,HBB:c.229G>C,CADD_PHRED,12.56,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,-1,0
1053,HBB:c.229G>C,Eigen-PC-phred_coding,0.344230299999998,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
1053,HBB:c.229G>C,GERP++_RS,-4.13999999999998,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,0
1053,HBB:c.229G>C,MetaSVM_score,0.408399999999998,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
1053,HBB:c.229G>C,phyloP100way_vertebrate,1.485,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
1053,HBB:c.229G>C,REVEL_score,0.566999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
1053,HBB:c.229G>C,SpliceAI_DS,NA,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,NA,NA
1054,HBB:c.230C>T,BayesDel_addAF_score,0.213818,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,0
1054,HBB:c.230C>T,CADD_PHRED,11.79,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,-1,0
1054,HBB:c.230C>T,Eigen-PC-phred_coding,0.566664399999998,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
1054,HBB:c.230C>T,GERP++_RS,1.5,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,-1
1054,HBB:c.230C>T,MetaSVM_score,0.016,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
1054,HBB:c.230C>T,phyloP100way_vertebrate,2.436,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
1054,HBB:c.230C>T,REVEL_score,0.553,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
1054,HBB:c.230C>T,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
1055,HBB:c.230C>A,BayesDel_addAF_score,0.33504,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
1055,HBB:c.230C>A,CADD_PHRED,14.79,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,-1,0
1055,HBB:c.230C>A,Eigen-PC-phred_coding,0.4925355,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
1055,HBB:c.230C>A,GERP++_RS,1.5,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,-1
1055,HBB:c.230C>A,MetaSVM_score,-0.1894,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
1055,HBB:c.230C>A,phyloP100way_vertebrate,2.436,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
1055,HBB:c.230C>A,REVEL_score,0.581999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
1055,HBB:c.230C>A,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
1057,HBB:c.232C>T,BayesDel_addAF_score,0.380637,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
1057,HBB:c.232C>T,CADD_PHRED,19.2399999999998,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
1057,HBB:c.232C>T,Eigen-PC-phred_coding,1.852513,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
1057,HBB:c.232C>T,GERP++_RS,1.89,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,-1
1057,HBB:c.232C>T,MetaSVM_score,0.464799999999998,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,-1
1057,HBB:c.232C>T,phyloP100way_vertebrate,0.993,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
1057,HBB:c.232C>T,REVEL_score,0.7319999999999979,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,-1
1057,HBB:c.232C>T,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
1058,HBB:c.232C>G,BayesDel_addAF_score,0.391705,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,1,-1
1058,HBB:c.232C>G,CADD_PHRED,19.07,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
1058,HBB:c.232C>G,Eigen-PC-phred_coding,1.70097499999998,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
1058,HBB:c.232C>G,GERP++_RS,1.89,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,-1
1058,HBB:c.232C>G,MetaSVM_score,0.5049,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,-1
1058,HBB:c.232C>G,phyloP100way_vertebrate,0.993,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
1058,HBB:c.232C>G,REVEL_score,0.715999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,-1
1058,HBB:c.232C>G,SpliceAI_DS,NA,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,NA,NA
1059,HBB:c.233A>T,BayesDel_addAF_score,0.300595999999998,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
1059,HBB:c.233A>T,CADD_PHRED,22.4,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
1059,HBB:c.233A>T,Eigen-PC-phred_coding,2.55355199999999,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
1059,HBB:c.233A>T,GERP++_RS,5.09999999999998,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
1059,HBB:c.233A>T,MetaSVM_score,0.6206,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,-1
1059,HBB:c.233A>T,phyloP100way_vertebrate,7.455,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,1,-1
1059,HBB:c.233A>T,REVEL_score,0.704999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,-1
1059,HBB:c.233A>T,SpliceAI_DS,NA,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,NA,NA
1060,HBB:c.233A>G,BayesDel_addAF_score,0.348133,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
1060,HBB:c.233A>G,CADD_PHRED,23.1,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
1060,HBB:c.233A>G,Eigen-PC-phred_coding,4.07629299999999,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
1060,HBB:c.233A>G,GERP++_RS,5.09999999999998,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
1060,HBB:c.233A>G,MetaSVM_score,0.97,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,1,-1
1060,HBB:c.233A>G,phyloP100way_vertebrate,7.455,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,1,-1
1060,HBB:c.233A>G,REVEL_score,0.804,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,1,-1
1060,HBB:c.233A>G,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
1061,HBB:c.234C>G,BayesDel_addAF_score,0.254431999999998,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
1061,HBB:c.234C>G,CADD_PHRED,15.4,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,-1,0
1061,HBB:c.234C>G,Eigen-PC-phred_coding,1.363858,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
